session_id,target
1,0.0003285634257971748
2,2.8528979535912353e-06
3,9.310278283781583e-07
4,6.400591820854991e-07
5,0.00019883029461842844
6,7.079097628797253e-05
7,0.0029400683998032093
8,0.0018538316892002143
9,0.00013319659651479343
10,0.0031563597449010415
11,0.00012457799446277085
12,1.6417142397599025e-05
13,7.94360449059485e-05
14,0.022292643755882836
15,0.0009111069100219578
16,0.00037043750555845013
17,0.020809107941399337
18,1.4592473236902118e-05
19,0.0024771061242751355
20,2.042186832338566e-06
21,0.03478325951526682
22,3.3614061798650175e-05
23,0.00026824379400222273
24,0.011891712339232804
25,0.07977016406376054
26,1.032259058976237e-05
27,0.00014082564858349344
28,8.471019355150282e-07
29,0.020572806835363694
30,0.0015430861026170504
31,0.02784994655474378
32,0.01724167649088142
33,0.00012903434252159056
34,1.662032044141357e-05
35,0.01890222384323817
36,0.0006331853649967341
37,8.276301056686826e-08
38,2.87727967308651e-06
39,0.000419853495113432
40,1.1243335885864504e-05
41,0.0017671557127667905
42,0.006545602944261699
43,0.00010011313571315773
44,0.00011332671425506096
45,0.13997751669140768
46,0.0002345364927158516
47,0.0003537681053017834
48,6.585544287921751e-05
49,0.0002543539379594175
50,8.121285938856386e-06
51,2.4311118316092145e-07
52,0.00011236521200192944
53,0.02286498730495085
54,0.0007714944559897716
55,0.0004031002130060554
56,0.020049756083988013
57,1.6031115812367274e-06
58,1.8442906436656796e-05
59,2.1250580654179047e-05
60,2.6501451937463912e-06
61,8.621089645782643e-06
62,0.00024356010797420638
63,1.4695730353054104e-05
64,0.0005917953400754118
65,1.1157905646078498e-05
66,6.077527530826159e-06
67,0.00016198659022546397
68,0.0016910314244998898
69,0.057012172763395506
70,4.797418726523066e-05
71,0.001633090138521749
72,0.0005378436892738175
73,0.17344304605261598
74,7.290464339990408e-05
75,0.000217480060692805
76,0.0023575391391111662
77,0.0018508878640953249
78,0.00488225837662731
79,0.00014352437577724026
80,8.879947208723743e-06
81,1.2738175997406516e-05
82,0.0015455543194376183
83,1.2466175093725125e-06
84,0.48007366911061233
85,0.0001547527507907564
86,6.108816942822496e-06
87,0.006116100301862972
88,0.001262547548868333
89,0.0021430102225896827
90,0.05241782744315039
91,3.534967555663068e-05
92,5.361327235988197e-06
93,0.046168541523879635
94,0.00017724240821599194
95,0.09253868932307018
96,3.1432093989157326e-06
97,0.001347806775441073
98,2.48565851592928e-05
99,1.9875544691707132e-05
100,0.00018937592219528043
101,5.538212866339956e-05
102,0.12511528148357412
103,0.00020161990862011951
104,0.00028511934781917826
105,0.00017191910190611785
106,6.0233975204021924e-05
107,0.014624117911350301
108,0.00018015059064317105
109,7.168937403317839e-06
110,1.946321632331653e-05
111,0.000626013132646839
112,5.398824243823461e-07
113,0.0005992957940202402
114,2.7750937641436425e-06
115,3.9409718971139875e-05
116,3.668560930235968e-05
117,0.00020706656381303193
118,0.00608328374593948
119,0.0002761432831750205
