session_id,target
1,0.00010664488004478717
2,1.3333300278503382e-07
3,8.99537459492582e-07
4,9.20229549892601e-07
5,9.142217959390564e-05
6,4.404444163775714e-05
7,0.003249365708473522
8,0.0010225542862526268
9,2.987969388213136e-05
10,0.0013272094058131105
11,0.0002330793978987054
12,3.443992474347716e-05
13,2.7480718354237373e-05
14,0.04214148356141292
15,0.0015332287980237996
16,0.0005145540822065806
17,0.0010622031616722648
18,2.3599374061594876e-05
19,0.00200071941205945
20,2.3016039759723204e-06
21,0.03736011902901009
22,2.1976221369635837e-07
23,0.0007060229130389325
24,0.0008730736363690071
25,0.008857418351073069
26,4.111693158690633e-06
27,0.0001432765428017585
28,2.8092195101280945e-07
29,0.012689207138416396
30,0.00039725715272316076
31,0.030659887188806145
32,0.06124904785815038
33,6.464621180502712e-05
34,1.528725475896278e-06
35,0.04481286940378547
36,0.0002825217778364145
37,3.751792751428438e-08
38,7.5380854910505e-07
39,0.00038859681280756296
40,3.40241724111127e-06
41,0.004082716507196725
42,0.0005807708458590612
43,6.947594367715304e-05
44,2.1430736839825408e-05
45,0.29220849783579533
46,0.0001443663981868733
47,0.00024554980766504906
48,2.060998305374639e-05
49,0.00038503340524089077
50,1.0927511509081396e-05
51,2.2530749132455306e-07
52,6.428982560458254e-05
53,0.0328019042582201
54,0.00020138057572130575
55,0.0002813098615488594
56,0.0007228825259310058
57,9.925678785840345e-07
58,1.1084073470264314e-05
59,1.8399694610841265e-06
60,6.757782825995813e-07
61,1.8060364143118253e-05
62,0.00028619518949161066
63,3.760375544758803e-06
64,0.0006733831492692004
65,6.271519622976992e-06
66,4.10870126989446e-06
67,0.00013709950733223412
68,0.0007002817151336092
69,0.10192471451346478
70,2.7363712229863363e-05
71,0.0008575839080605864
72,0.00021858979914510083
73,0.005130180209670021
74,4.89865111165532e-06
75,0.00018609855541749197
76,0.0005583166212357544
77,0.0038665141839894527
78,0.0022234375152885223
79,7.806326386680178e-05
80,1.4879823387214578e-05
81,1.8682157047234624e-05
82,6.491422732379719e-05
83,7.52000512620357e-08
84,0.781129184955563
85,7.995459189214684e-05
86,2.9724663749583493e-06
87,0.004168892671444077
88,0.000767086107313386
89,0.0015989929693026484
90,0.06059880775794294
91,2.7425625382855435e-05
92,6.846366346628543e-07
93,0.04601622512496854
94,5.2127792485471185e-05
95,0.0026647037848247573
96,4.567179164309941e-07
97,0.0011399036967893073
98,2.878964808638409e-05
99,1.0405514355914156e-05
100,0.0007055104502731724
101,7.974469544344415e-05
102,0.003480510896640539
103,0.00018171806059470868
104,0.00018224546398329513
105,0.00011692103466551037
106,3.581619894415976e-05
107,0.000291291187609675
108,3.645532843935932e-05
109,2.180017611629303e-05
110,8.7514195436195e-06
111,0.0006372620405072206
112,2.038695294681534e-07
113,0.0005025335557512803
114,6.693901213744361e-06
115,2.1203270067265314e-05
116,7.26542277339122e-07
117,0.00046188347077386283
118,0.0017570584712490274
119,6.058739458649979e-07
